18:25:16.001996 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:21.003348 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:26.000673 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:31.003634 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:35.926906 ARP, Request who-has 192.168.20.135 (Broadcast) tell 192.168.20.136, length 46
18:25:35.927361 ARP, Reply 192.168.20.135 is-at 00:0c:29:6f:d4:68 (oui Unknown), length 46
18:25:36.000568 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:36.128525 IP 192.168.20.136.38878 > 192.168.20.2.domain: 32008+ PTR? 135.20.168.192.in-addr.arpa. (45)
18:25:36.142079 IP 192.168.20.2.domain > 192.168.20.136.38878: 32008 NXDomain 0/0/0 (45)
18:25:36.143989 IP 192.168.20.136.57385 > 192.168.20.135.ssh: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.452131 IP 192.168.20.136.57386 > 192.168.20.135.1213: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.452230 IP 192.168.20.136.57386 > 192.168.20.135.2394: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.452273 IP 192.168.20.136.57386 > 192.168.20.135.bacula-dir: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.452343 IP 192.168.20.136.57386 > 192.168.20.135.55555: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.452413 IP 192.168.20.136.57386 > 192.168.20.135.8222: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.452693 IP 192.168.20.135.2107 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.452839 IP 192.168.20.135.10001 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453013 IP 192.168.20.135.9898 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453119 IP 192.168.20.135.4045 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453251 IP 192.168.20.135.1213 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453337 IP 192.168.20.135.2394 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453476 IP 192.168.20.135.bacula-dir > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453638 IP 192.168.20.135.55555 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453718 IP 192.168.20.135.8222 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.453821 IP 192.168.20.136.57386 > 192.168.20.135.8000: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.453912 IP 192.168.20.136.57386 > 192.168.20.135.webmin: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454056 IP 192.168.20.136.57386 > 192.168.20.135.6669: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454119 IP 192.168.20.136.57386 > 192.168.20.135.9099: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454172 IP 192.168.20.136.57386 > 192.168.20.135.1131: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454222 IP 192.168.20.136.57386 > 192.168.20.135.2920: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454274 IP 192.168.20.136.57386 > 192.168.20.135.8045: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454329 IP 192.168.20.136.57386 > 192.168.20.135.60020: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454381 IP 192.168.20.136.57386 > 192.168.20.135.5280: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454434 IP 192.168.20.136.57386 > 192.168.20.135.1296: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454487 IP 192.168.20.136.57386 > 192.168.20.135.nntps: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454540 IP 192.168.20.136.57386 > 192.168.20.135.903: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454632 IP 192.168.20.136.57386 > 192.168.20.135.12174: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.454846 IP 192.168.20.135.8000 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455034 IP 192.168.20.135.webmin > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455143 IP 192.168.20.135.6669 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455248 IP 192.168.20.135.9099 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455352 IP 192.168.20.135.1131 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455412 IP 192.168.20.135.2920 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455622 IP 192.168.20.135.8045 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.455918 IP 192.168.20.135.60020 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456039 IP 192.168.20.135.5280 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456208 IP 192.168.20.135.1296 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456262 IP 192.168.20.135.nntps > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456392 IP 192.168.20.135.903 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456554 IP 192.168.20.135.12174 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.456687 IP 192.168.20.136.57386 > 192.168.20.135.1310: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.456783 IP 192.168.20.136.57386 > 192.168.20.135.2196: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.456875 IP 192.168.20.136.57386 > 192.168.20.135.9877: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.456980 IP 192.168.20.136.57386 > 192.168.20.135.32780: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.457083 IP 192.168.20.136.57386 > 192.168.20.135.afs3-prserver: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.457137 IP 192.168.20.136.57386 > 192.168.20.135.5500: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.457190 IP 192.168.20.136.57386 > 192.168.20.135.9207: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.457243 IP 192.168.20.136.57386 > 192.168.20.135.1556: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.457340 IP 192.168.20.135.1310 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.457496 IP 192.168.20.135.2196 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.457603 IP 192.168.20.135.9877 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.457707 IP 192.168.20.135.32780 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.457812 IP 192.168.20.135.afs3-prserver > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.457915 IP 192.168.20.135.5500 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.458174 IP 192.168.20.135.9207 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.458378 IP 192.168.20.135.1556 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.549891 IP 192.168.20.136.57385 > 192.168.20.135.3580: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.550378 IP 192.168.20.135.3580 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.555551 IP 192.168.20.136.57385 > 192.168.20.135.5911: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.556055 IP 192.168.20.135.5911 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.560707 IP 192.168.20.136.57385 > 192.168.20.135.714: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.561732 IP 192.168.20.135.714 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.566672 IP 192.168.20.136.57385 > 192.168.20.135.1000: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.567312 IP 192.168.20.135.1000 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.572667 IP 192.168.20.136.57385 > 192.168.20.135.83: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.573325 IP 192.168.20.135.83 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.578705 IP 192.168.20.136.57385 > 192.168.20.135.1106: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.579298 IP 192.168.20.135.1106 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.583929 IP 192.168.20.136.57385 > 192.168.20.135.1201: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.584497 IP 192.168.20.135.1201 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.589945 IP 192.168.20.136.57385 > 192.168.20.135.5633: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.590518 IP 192.168.20.135.5633 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.596164 IP 192.168.20.136.57385 > 192.168.20.135.13456: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.596806 IP 192.168.20.135.13456 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.602151 IP 192.168.20.136.57385 > 192.168.20.135.1503: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.602645 IP 192.168.20.135.1503 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.608290 IP 192.168.20.136.57385 > 192.168.20.135.1199: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.608826 IP 192.168.20.135.1199 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.614286 IP 192.168.20.136.57385 > 192.168.20.135.8002: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.614850 IP 192.168.20.135.8002 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.620285 IP 192.168.20.136.57385 > 192.168.20.135.2006: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.620856 IP 192.168.20.135.2006 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.625559 IP 192.168.20.136.57385 > 192.168.20.135.255: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.626121 IP 192.168.20.135.255 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.631530 IP 192.168.20.136.57385 > 192.168.20.135.9415: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.632174 IP 192.168.20.135.9415 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.636694 IP 192.168.20.136.57385 > 192.168.20.135.3261: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.637287 IP 192.168.20.135.3261 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.642547 IP 192.168.20.136.57385 > 192.168.20.135.5915: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.642999 IP 192.168.20.135.5915 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.648628 IP 192.168.20.136.57385 > 192.168.20.135.5925: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.649186 IP 192.168.20.135.5925 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.654611 IP 192.168.20.136.57386 > 192.168.20.135.3580: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.655271 IP 192.168.20.135.3580 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.660624 IP 192.168.20.136.57386 > 192.168.20.135.5911: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.661165 IP 192.168.20.135.5911 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.665884 IP 192.168.20.136.57386 > 192.168.20.135.714: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.666562 IP 192.168.20.135.714 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.671831 IP 192.168.20.136.57386 > 192.168.20.135.1000: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.672484 IP 192.168.20.135.1000 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.677860 IP 192.168.20.136.57386 > 192.168.20.135.83: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.678498 IP 192.168.20.135.83 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.683882 IP 192.168.20.136.57386 > 192.168.20.135.1106: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.684521 IP 192.168.20.135.1106 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.689926 IP 192.168.20.136.57386 > 192.168.20.135.1201: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.690492 IP 192.168.20.135.1201 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.695977 IP 192.168.20.136.57386 > 192.168.20.135.5633: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.696554 IP 192.168.20.135.5633 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.702050 IP 192.168.20.136.57386 > 192.168.20.135.13456: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.702559 IP 192.168.20.135.13456 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.708068 IP 192.168.20.136.57386 > 192.168.20.135.1503: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.708555 IP 192.168.20.135.1503 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.714074 IP 192.168.20.136.57386 > 192.168.20.135.1199: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.714557 IP 192.168.20.135.1199 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.720091 IP 192.168.20.136.57386 > 192.168.20.135.8002: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.720585 IP 192.168.20.135.8002 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.726104 IP 192.168.20.136.57386 > 192.168.20.135.255: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.726652 IP 192.168.20.135.255 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.732112 IP 192.168.20.136.57386 > 192.168.20.135.9415: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.732737 IP 192.168.20.135.9415 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.738139 IP 192.168.20.136.57386 > 192.168.20.135.3261: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.738628 IP 192.168.20.135.3261 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.749149 IP 192.168.20.136.57385 > 192.168.20.135.1065: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.749724 IP 192.168.20.135.1065 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.760288 IP 192.168.20.136.57385 > 192.168.20.135.zope-ftp: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.760879 IP 192.168.20.135.zope-ftp > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.771274 IP 192.168.20.136.57385 > 192.168.20.135.1068: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.771782 IP 192.168.20.135.1068 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.782409 IP 192.168.20.136.57385 > 192.168.20.135.2030: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.783106 IP 192.168.20.135.2030 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.793057 IP 192.168.20.136.57385 > 192.168.20.135.1309: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.793696 IP 192.168.20.135.1309 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.804058 IP 192.168.20.136.57385 > 192.168.20.135.3880: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.804608 IP 192.168.20.135.3880 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.815042 IP 192.168.20.136.57385 > 192.168.20.135.2144: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.815508 IP 192.168.20.135.2144 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.826264 IP 192.168.20.136.57385 > 192.168.20.135.38292: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.826797 IP 192.168.20.135.38292 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.836514 IP 192.168.20.136.57385 > 192.168.20.135.30: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.837075 IP 192.168.20.135.30 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.846936 IP 192.168.20.136.57385 > 192.168.20.135.1271: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.847502 IP 192.168.20.135.1271 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.857989 IP 192.168.20.136.57386 > 192.168.20.135.1065: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.858550 IP 192.168.20.135.1065 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.868793 IP 192.168.20.136.57386 > 192.168.20.135.zope-ftp: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.869287 IP 192.168.20.135.zope-ftp > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.879776 IP 192.168.20.136.57386 > 192.168.20.135.1068: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.880335 IP 192.168.20.135.1068 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.890846 IP 192.168.20.136.57386 > 192.168.20.135.2030: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.891357 IP 192.168.20.135.2030 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.901900 IP 192.168.20.136.57386 > 192.168.20.135.1309: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.902479 IP 192.168.20.135.1309 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.912771 IP 192.168.20.136.57386 > 192.168.20.135.3880: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.913266 IP 192.168.20.135.3880 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.923866 IP 192.168.20.136.57386 > 192.168.20.135.2144: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.924352 IP 192.168.20.135.2144 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.934103 IP 192.168.20.136.57386 > 192.168.20.135.38292: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
18:25:37.934670 IP 192.168.20.135.38292 > 192.168.20.136.57386: Flags [R.], seq 0, ack 346515211, win 0, length 0
18:25:37.945242 IP 192.168.20.136.57385 > 192.168.20.135.8093: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.945703 IP 192.168.20.135.8093 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.956235 IP 192.168.20.136.57385 > 192.168.20.135.1218: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.956727 IP 192.168.20.135.1218 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.967398 IP 192.168.20.136.57385 > 192.168.20.135.1583: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.968062 IP 192.168.20.135.1583 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.978458 IP 192.168.20.136.57385 > 192.168.20.135.1163: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.979007 IP 192.168.20.135.1163 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:37.989490 IP 192.168.20.136.57385 > 192.168.20.135.2967: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:37.990021 IP 192.168.20.135.2967 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:38.000656 IP 192.168.20.136.57385 > 192.168.20.135.5730: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:25:38.001143 IP 192.168.20.135.5730 > 192.168.20.136.57385: Flags [R.], seq 0, ack 346449676, win 0, length 0
18:25:38.045835 IP 192.168.20.136.57386 > 192.168.20.135.8093: Flags [S], seq 346515210, win 1024, options [mss 1460], length 0
